CO2 (ppm),Humidity (%),Light (lux),Motion,Temperature (Deg_Cel),HP_Unit_Mode,HP_CONS (kW),HP_CONS (Wh),HP_CONS_Electricity_kWh,HP_DEL (kW),HP_DEL (Wh),HP_DEL_Electricity_kWh,HP_Defrost,HP_Room_temp (Deg_Cel),HP_Room_temp_Zone2 (Deg_Cel),HP_Ref_liquid_temp (Deg_Cel),HP_Outdoor_ambient_temp (Deg_Cel),HP_Flow_temp (Deg_Cel),HP_Return_temp (Deg_Cel),HP_Tank_water_temp_lower (Deg_Cel),HP_Flow_temp_Zone1 (Deg_Cel),HP_Return_temp_Zone1 (Deg_Cel),HP_Flow_temp_Zone2 (Deg_Cel),HP_Return_temp_Zone2 (Deg_Cel),HP_Flow_temp_Boiler (Deg_Cel),HP_Return_temp_Boiler (Deg_Cel),HP_Room_thermo_1_IN1 (Deg_Cel),HP_Room_thermo_2_IN6 (Deg_Cel),HP_Flow_SW1_IN2 (Deg_Cel),HP_Flow_SW2_IN3 (Deg_Cel),HP_Flow_SW3_IN7 (Deg_Cel),HP_Demand_IN4 (Deg_Cel),HP_Outdoor_thermo_IN5 (Deg_Cel),HP_Flow_rate (L/min),Total_Electricity (kWh),Outdoor_HP_Unit (kWh),Indoor_HP_Unit (kWh),Shower (kWh),Immersion (kWh),Out_Solar (kw_per_m2),Out_Solar (kj_per_m2),Out_WindSpeed (m/s),Out_WindDirection (Deg),Out_Gust_3s (m/s),Out_Pressure (mBar),Out_TotalSolar (W_per_m2),Out_DiffuseSolar (W_per_m2),Out_TotalSolar.Wm2,Out_DiffuseSolar.W/m2
434.4166666666667,66.0,4.75,0,18.10833333333333,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.5,12.0,21.966666666666665,20.666666666666668,44.35,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.060225,0.01125,5e-05,12.38,92.4,0.0,0.0,4.105,194.2,5.832,997,2.03,1.015
426.7,66.0,145.4,0,18.130000000000003,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.5,12.683333333333334,21.55,20.5,44.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.14415,0.01115,2.5e-05,12.11,92.8,0.0,0.0,3.168,197.5,4.582,997,2.03,1.015
415.2,65.2,54.7,0,18.33,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.5,12.7,21.5,20.5,43.708333333333336,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.141925,0.0112,5e-05,12.38,90.6,0.023,1.247501,2.668,216.2,3.75,997,140.9,135.4
418.3636363636364,65.0,160.45454545454547,0,18.463636363636365,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.5,13.0,21.5,20.5,43.49166666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.111475,0.011,7.500000000000001e-05,12.79,87.1,0.143,8.815449,3.418,215.2,5.418,997,858.0,829.0
416.3636363636364,65.0,289.1818181818182,0,18.518181818181816,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.5,13.2,21.475,20.5,43.175,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.089175,0.01095,2.5e-05,12.52,88.7,0.149,8.99793,4.395,217.4,6.668,998,1011.0,976.0
411.0833333333333,64.58333333333333,812.25,0,19.40833333333333,0,0,0.0,0.0,0,0.0,0.0,0,18.775,-39,22.5,14.833333333333334,21.058333333333334,20.5,42.975,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.18995,0.010525,0.0,12.38,91.2,0.046,2.989356,5.395,215.9,7.082,998,347.0,333.8
617.7272727272727,63.27272727272727,890.8181818181819,11,20.472727272727276,0,0,0.0,0.0,0,0.0,0.0,0,19.45,-39,22.28333333333333,14.633333333333333,21.0,20.5,40.925,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.134525,0.010225,0.0,14.08,84.2,0.196,16.07152,2.688,227.9,3.75,999,1257.0,1248.0
711.7,61.8,515.6,11,21.08,0,11,183.3333333333333,0.1833333333333333,76,1266.6666666666663,1.2666666666666666,0,19.5,-39,23.15833333333333,14.45,23.225,21.816666666666663,39.458333333333336,25,25,25,25,25,25,0,0,0,0,0,0,0,6.966666666666667,1,1,0.4658,0.299925,2.5e-05,14.61,81.5,0.109,14.74401,3.229,239.8,5.418,999,877.0,847.0
925.1666666666666,64.41666666666667,142.08333333333334,17,21.316666666666663,1,70,1166.6666666666663,1.1666666666666663,295,4916.666666666666,4.916666666666666,0,19.33333333333333,-39,35.93333333333333,13.233333333333333,39.78333333333333,35.625,42.625,25,25,25,25,25,25,0,0,0,0,0,0,0,12.383333333333333,1,1,1.973875,1.48435,2.5e-05,14.67,78.2,0.299,17.9767,3.375,256.5,5.832,1000,1258.0,1248.0
526.9166666666666,61.333333333333336,81.16666666666667,0,20.575,0,0,0.0,0.0,0,0.0,0.0,0,19.0,-39,26.975,13.066666666666666,24.70833333333333,26.516666666666666,49.23333333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.772225,0.01095,7.500000000000001e-05,14.23,81.3,0.166,14.25176,3.729,263.5,6.668,1000,1061.0,1026.0
515.5833333333334,61.833333333333336,2.083333333333333,0,19.75,0,0,0.0,0.0,0,0.0,0.0,0,19.0,-39,25.33333333333333,13.025,22.425,23.616666666666667,49.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.322575,0.010825,0.0001,13.97,80.2,0.063,3.961478,2.688,227.8,5.0,1001,455.0,437.8
516.6,62.2,0.0,0,19.32,0,0,0.0,0.0,0,0.0,0.0,0,19.0,-39,24.6,12.983333333333333,21.73333333333333,22.725,48.91666666666666,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.2891249999999999,0.010675,0.0,13.36,86.3,0.007,0.3981385,1.938,225.8,2.918,1001,63.1,59.3
464.8333333333333,63.0,0.0,0,19.016666666666666,0,0,0.0,0.0,0,0.0,0.0,0,18.625,-39,24.5,12.116666666666667,21.475,22.5,48.50833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.8865,0.0103749999999999,2.5e-05,12.82,86.0,0.0,0.0,2.271,212.1,4.168,1002,2.03,1.015
502.45454545454544,63.09090909090909,0.0,0,18.80909090909091,0,0,0.0,0.0,0,0.0,0.0,0,18.675,-39,24.10833333333333,12.0,21.291666666666668,22.183333333333334,48.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.7617,0.01065,2.5e-05,12.04,89.6,0.0,0.0,2.668,205.9,4.582,1002,2.03,1.015
574.5,65.25,0.0,0,18.725,0,0,0.0,0.0,0,0.0,0.0,0,18.975,-39,22.875,12.0,21.291666666666668,21.641666666666666,45.95,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.452675,0.0108,5e-05,11.91,91.3,0.0,0.0,4.332,180.1,5.832,1002,2.03,1.015
530.8181818181819,65.45454545454545,0.0,0,18.572727272727278,0,0,0.0,0.0,0,0.0,0.0,0,20.883333333333333,-39,22.125,12.233333333333333,21.5,21.041666666666668,44.98333333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,1.034025,0.01055,0.0,11.71,92.3,0.0,0.0,3.625,196.8,5.0,1001,2.03,1.015
563.4166666666666,65.16666666666667,0.0,0,18.45833333333333,0,0,0.0,0.0,0,0.0,0.0,0,19.625,-39,21.691666666666663,13.0,21.5,20.98333333333333,44.55833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.131375,0.01095,2.5e-05,11.98,93.6,0.0,0.0,2.979,182.8,5.418,1001,2.03,1.015
516.75,65.0,0.0,0,18.366666666666664,0,0,0.0,0.0,0,0.0,0.0,0,18.9,-39,21.5,13.0,21.45833333333333,20.558333333333334,44.10833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.04535,0.011175,5e-05,12.52,94.9,0.0,0.0,4.77,165.8,7.082,1000,2.03,1.015
469.77777777777777,65.0,0.0,0,18.266666666666666,0,0,0.0,0.0,0,0.0,0.0,0,18.5,-39,21.075,13.016666666666667,21.425,20.5,43.55833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.197175,0.01115,5e-05,13.06,92.1,0.0,0.0,5.332,196.1,8.75,999,2.03,1.015
905.5833333333334,65.75,3.25,16,18.683333333333334,0,0,0.0,0.0,0,0.0,0.0,0,18.5,-39,21.0,13.55,21.5,20.5,43.11666666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.093075,0.0113,5e-05,13.33,92.2,0.0,0.0,3.5,171.2,4.582,999,2.2,1.015
1353.0,66.9090909090909,0.2727272727272727,1,19.05454545454546,0,0,0.0,0.0,0,0.0,0.0,0,18.4,-39,21.0,13.616666666666667,22.066666666666663,20.5,42.60833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.1517,0.0112249999999999,5e-05,13.67,88.5,0.0,0.0,4.855,199.0,6.25,998,2.03,1.015
1554.4166666666667,67.25,1.75,1,19.191666666666663,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,20.816666666666663,13.666666666666666,22.70833333333333,20.5,42.09166666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.188125,0.01105,7.500000000000001e-05,13.74,90.2,0.0,0.0,4.207,195.8,8.33,998,2.03,1.015
2082.3636363636365,68.36363636363636,1.3636363636363635,3,19.563636363636363,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,20.5,12.333333333333334,23.35833333333333,20.5,41.583333333333336,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.150325,0.01105,0.0001,13.94,90.4,0.0,0.0,5.418,206.8,10.42,998,2.03,1.015
2503.6363636363635,69.0,0.0,1,19.745454545454542,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,20.5,12.0,23.5,20.5,41.11666666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.0859,0.011025,5e-05,12.72,97.6,0.0,0.0,3.0,279.5,5.418,998,2.03,1.015
2691.75,69.75,0.0,11,19.825,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,20.5,12.0,23.48333333333333,20.55,40.05,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.36545,0.010825,5e-05,12.15,91.7,0.0,0.0,1.938,243.5,4.168,999,2.2,1.015
2426.25,69.66666666666667,1.25,11,20.14166666666667,2,41,683.3333333333333,0.6833333333333332,161,2683.333333333333,2.683333333333333,0,18.0,-39,25.916666666666668,10.95,28.60833333333333,25.5,37.15,25,25,25,25,25,25,0,0,0,0,0,0,0,11.816666666666666,1,1,2.0753500000000003,0.597525,0.255025,11.7,95.0,0.0,0.0,2.479,222.1,4.582,999,2.03,1.015
3126.777777777778,72.22222222222223,2.6666666666666665,13,21.044444444444444,2,76,1266.6666666666663,1.2666666666666666,202,3366.6666666666665,3.3666666666666663,0,19.1,-39,40.391666666666666,10.633333333333333,44.96666666666667,43.56666666666667,32.45,25,25,25,25,25,25,0,0,0,0,0,0,0,12.95,1,1,2.586925,0.9647,0.494,11.03,98.1,0.0,0.0,1.75,234.1,2.918,1000,22.84,21.48
3128.833333333333,71.0,3.25,9,21.558333333333334,0,0,0.0,0.0,14,233.3333333333333,0.2333333333333332,0,19.316666666666663,-39,26.48333333333333,12.0,37.075,34.175,29.525,25,25,25,25,25,25,0,0,0,0,0,0,0,1.2333333333333334,0,0,0.787625,0.017375,2.5e-05,11.17,91.6,0.013,1.0053,2.668,225.6,3.75,1000,127.4,122.7
2213.6666666666665,70.66666666666667,19.33333333333333,21,21.58333333333333,1,105,1750.0,1.75,330,5500.0,5.499999999999999,0,19.0,-39,39.84166666666667,10.816666666666666,40.775,40.13333333333333,39.583333333333336,25,25,25,25,25,25,0,0,0,0,0,0,0,14.316666666666666,1,0,3.2416,1.99745,0.0,11.1,96.4,0.033,1.990692,3.082,208.9,4.168,1001,244.1,235.4
1220.6666666666667,71.58333333333333,32.583333333333336,17,21.216666666666665,0,0,0.0,0.0,0,0.0,0.0,0,19.058333333333334,-39,28.166666666666668,12.233333333333333,24.08333333333333,25.675,49.275,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.8659,0.01115,2.5e-05,11.17,97.5,0.05,2.986038,1.5,288.5,2.082,1001,415.8,400.2
911.3636363636364,71.63636363636364,30.727272727272727,0,20.21818181818182,0,0,0.0,0.0,0,0.0,0.0,0,19.5,-39,25.416666666666668,12.0,23.041666666666668,24.091666666666665,49.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.715525,0.0109,0.0,11.17,97.4,0.07,4.180454,1.375,219.8,2.082,1001,551.5,532.5
1393.4,72.9,7.7,20,20.23,0,3,49.99999999999999,0.0499999999999999,36,599.9999999999999,0.5999999999999999,0,19.5,-39,24.53333333333333,11.783333333333331,23.008333333333333,22.941666666666663,48.78333333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,4.433333333333334,1,1,1.412625,0.13765,0.0,11.03,98.4,0.07,4.512236,1.667,229.2,2.918,1000,556.5,537.0
2423.0,74.45454545454545,1.3636363636363635,3,20.83636363636364,2,97,1616.6666666666663,1.6166666666666665,300,5000.0,5.0,0,19.966666666666665,-39,40.475,10.833333333333334,44.225,40.266666666666666,48.48333333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,19.316666666666663,1,1,3.4707,1.301825,0.5808,10.93,98.8,0.07,4.180454,1.479,190.1,2.5,1000,536.5,517.5
1976.1818181818185,72.63636363636364,26.727272727272727,20,21.87272727272727,0,8,133.33333333333331,0.1333333333333333,38,633.3333333333333,0.6333333333333333,0,20.775,-39,33.1,11.7,41.825,41.63333333333333,47.775,25,25,25,25,25,25,0,0,0,0,0,0,0,2.2666666666666666,1,1,1.40265,0.216825,0.0,11.1,98.5,0.027,1.592554,0.688,220.0,1.25,1000,206.4,198.5
1966.8181818181815,72.81818181818181,0.5454545454545454,7,21.49090909090909,0,0,0.0,0.0,0,0.0,0.0,0,20.5,-39,26.558333333333334,11.05,31.65,28.6,46.54166666666666,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.5253749999999999,0.011,0.0,10.63,100.0,0.01,0.7796878,1.042,147.1,1.667,999,78.3,75.1
1813.4545454545453,72.54545454545455,1.0909090909090908,11,21.30909090909091,0,0,0.0,0.0,0,0.0,0.0,0,20.5,-39,24.183333333333334,11.0,26.45,24.65833333333333,44.11666666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.599175,0.0109749999999999,5e-05,10.19,100.0,0.0,0.0,1.229,150.6,2.082,999,12.1,11.0
2047.8,73.1,22.8,12,21.41,0,0,0.0,0.0,0,0.0,0.0,0,20.008333333333333,-39,22.683333333333334,11.0,24.125,22.9,40.45,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,1.22795,0.01095,0.0,10.09,96.8,0.0,0.0,1.083,185.0,2.082,999,2.031,1.015
1422.0,71.18181818181819,11.090909090909092,18,21.318181818181817,0,0,0.0,0.0,0,0.0,0.0,0,19.65833333333333,-39,22.041666666666668,11.0,23.075,22.5,35.24583333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.334625,0.010675,0.0,10.15,96.9,0.0,0.0,1.375,236.2,2.082,999,2.03,1.015
1125.9166666666667,68.33333333333333,0.25,8,21.041666666666668,0,0,0.0,0.0,0,0.0,0.0,0,19.5,-39,21.241666666666667,10.683333333333334,22.508333333333333,22.5,32.65,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.253625,0.01065,0.0,10.29,98.2,0.0,0.0,1.521,227.0,2.082,998,2.2,1.015
926.2,65.6,0.6,7,20.47,0,0,0.0,0.0,0,0.0,0.0,0,19.08333333333333,-39,20.641666666666666,10.0,22.491666666666667,22.316666666666663,29.73333333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.324775,0.010975,0.0,10.22,97.1,0.0,0.0,1.271,231.8,1.667,997,2.031,1.015
841.6666666666666,63.583333333333336,0.0,3,20.025,0,0,0.0,0.0,0,0.0,0.0,0,19.0,-39,20.5,9.966666666666669,22.016666666666666,22.0,28.95,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.222625,0.01085,5e-05,10.23,94.5,0.0,0.0,1.813,232.2,2.918,997,2.031,1.015
740.7272727272727,61.18181818181818,0.5454545454545454,2,19.763636363636365,0,0,0.0,0.0,0,0.0,0.0,0,19.0,-39,20.5,9.47457627118644,22.0,21.8135593220339,28.60169491525424,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.208275,0.01095,5e-05,9.82,96.0,0.0,0.0,2.293,207.4,3.75,996,2.031,1.015
659.5,58.6,0.9,2,19.45,0,0,0.0,0.0,0,0.0,0.0,0,18.70833333333333,-39,20.325,9.466666666666669,22.191666666666663,21.375,28.5,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.2754,0.01095,5e-05,9.52,92.2,0.0,0.0,3.25,167.8,4.582,995,2.031,1.015
814.9090909090909,58.90909090909091,0.0,3,19.181818181818183,0,0,0.0,0.0,3,50.0,0.05,0,18.5,-39,20.0,9.866666666666667,22.466666666666665,20.683333333333334,28.5,25,25,25,25,25,25,0,0,0,0,0,0,0,0.3166666666666666,0,0,0.2148499999999999,0.011725,2.5e-05,9.28,95.0,0.0,0.0,2.062,192.2,3.332,995,2.031,1.015
1431.25,63.0,0.0,2,19.65,1,77,1283.3333333333333,1.2833333333333332,268,4466.666666666666,4.466666666666667,0,18.5,-39,32.80833333333333,9.383333333333333,35.94583333333333,31.816666666666663,40.1875,25,25,25,25,25,25,0,0,0,0,0,0,0,13.358333333333333,1,0,1.786575,1.561475,0.0,9.82,90.1,0.0,0.0,3.854,207.1,5.418,994,2.031,1.015
1804.5,64.8,0.0,2,20.03,0,0,0.0,0.0,0,0.0,0.0,0,18.5,-39,25.15,10.0,23.65833333333333,22.516666666666666,49.09166666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.2850749999999999,0.01075,2.5e-05,11.58,83.4,0.0,0.0,4.0,268.0,7.5,993,2.031,1.015
1969.2727272727277,65.9090909090909,0.0,1,20.1,0,0,0.0,0.0,0,0.0,0.0,0,18.5,-39,24.508333333333333,10.0,21.508333333333333,22.966666666666665,49.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.22375,0.010775,5e-05,11.37,74.5,0.0,0.0,4.605,289.8,7.082,994,2.031,1.015
2131.454545454545,67.0,0.0,2,20.181818181818183,0,0,0.0,0.0,0,0.0,0.0,0,18.433333333333334,-39,24.5,10.0,21.5,22.5,48.79166666666666,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.18835,0.011,2.5e-05,11.78,73.75,0.0,0.0,3.646,280.8,6.668,994,2.03,1.015
1636.5,67.1,14.4,9,19.97,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,24.316666666666663,10.0,21.5,22.5,48.5,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.56925,0.010825,2.5e-05,12.05,71.44,0.0,0.0,3.875,282.0,7.082,994,2.2,1.015
1191.4166666666667,67.25,30.166666666666668,0,19.45833333333333,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,24.0,10.0,21.5,22.28333333333333,48.36666666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.25805,0.011,2.5e-05,11.71,72.94,0.0,0.0,1.396,331.8,2.082,995,2.03,1.015
880.6363636363636,67.45454545454545,57.0,0,19.154545454545456,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,23.70833333333333,10.1,21.5,22.0,48.00833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,2.84045,0.0106,0.0,11.95,74.2,0.017,0.8327734,3.104,276.8,5.418,995,110.5,105.8
741.0,68.0909090909091,77.18181818181819,0,19.018181818181816,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,23.5,10.883333333333333,21.5,22.0,47.61666666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.61665,0.0107,5e-05,11.57,69.5,0.033,1.990693,3.521,285.2,5.0,996,311.0,299.0
634.5454545454545,67.9090909090909,122.36363636363636,0,19.10909090909091,0,0,0.0,0.0,0,0.0,0.0,0,18.391666666666666,-39,23.2,11.5,21.40833333333333,22.0,47.425,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.098075,0.0109,2.5e-05,12.38,72.44,0.149,8.981344,3.062,244.4,4.582,996,970.0,937.0
566.5,68.0,39.1,0,18.91,0,0,0.0,0.0,0,0.0,0.0,0,18.08333333333333,-39,23.0,9.933333333333334,21.0,21.716666666666665,47.025,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.127975,0.01115,5e-05,11.37,84.0,0.123,7.750433,3.562,215.2,5.0,996,786.5,759.5
516.3636363636364,68.0,200.3636363636364,0,18.972727272727276,0,0,0.0,0.0,0,0.0,0.0,0,18.316666666666663,-39,22.841666666666665,10.0,20.541666666666668,21.48333333333333,46.925,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.10095,0.0108,5e-05,11.17,75.1,0.02,1.194416,3.668,287.2,5.0,997,153.5,147.8
483.5,68.0,17.5,0,18.866666666666667,0,0,0.0,0.0,0,0.0,0.0,0,18.058333333333334,-39,22.5,9.733333333333333,20.5,21.008333333333333,46.50833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.08335,0.011175,5e-05,8.6,92.1,0.143,8.507103,2.646,322.0,4.582,997,1017.0,983.0
456.7,68.0,53.0,0,18.630000000000003,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.5,9.05,20.5,21.0,46.45,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.12925,0.010775,2.5e-05,10.02,80.7,0.076,4.578599,1.0,248.2,2.082,997,572.0,552.0
450.45454545454544,68.0,17.454545454545453,0,18.527272727272727,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.5,9.233333333333333,20.5,20.925,45.8375,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.1681,0.0111,7.500000000000001e-05,8.06,93.9,0.007,0.398143,2.188,228.2,2.918,998,46.88,44.84
472.6363636363636,68.0,0.5454545454545454,0,18.38181818181818,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,22.266666666666666,9.0,20.5,20.5,45.25833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.152075,0.011125,5e-05,9.69,88.8,0.043,2.588383,0.563,250.8,0.833,998,284.0,272.5
995.0833333333334,68.16666666666667,8.916666666666666,17,18.95833333333333,2,84,1399.9999999999998,1.4,255,4250.0,4.249999999999999,2,18.05,-39,30.03333333333333,7.816666666666666,32.916666666666664,29.691666666666663,44.275,25,25,25,25,25,25,0,0,0,0,0,0,0,16.7,1,1,2.1587,1.2003749999999995,0.5574749999999999,9.79,86.5,0.007,0.3982021,2.062,308.0,4.168,999,32.3,30.97
1288.9,68.5,1.8,5,20.14,2,78,1299.9999999999998,1.2999999999999998,290,4833.333333333333,4.833333333333333,0,19.15,-39,44.86666666666667,7.516666666666667,48.21666666666667,44.525,42.10833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,19.65,1,1,2.4547,1.785275,0.0,9.38,79.7,0.0,0.0,3.312,294.0,5.0,1000,2.031,1.015
1282.25,67.41666666666667,2.0,16,21.15,0,17,283.3333333333333,0.2833333333333332,74,1233.3333333333333,1.2333333333333332,0,19.78333333333333,-39,30.616666666666667,8.45,36.53333333333333,36.18333333333333,32.00833333333333,25,25,25,25,25,25,0,0,0,0,0,0,0,6.633333333333334,1,1,0.919725,0.437175,0.0,9.28,77.9,0.0,0.0,3.271,306.0,5.832,1001,2.031,1.015
1016.6666666666666,62.0,1.0,10,20.841666666666665,1,74,1233.3333333333333,1.2333333333333334,232,3866.6666666666665,3.8666666666666663,2,19.008333333333333,-39,38.36666666666667,7.066666666666666,35.2,34.71666666666667,42.41666666666666,25,25,25,25,25,25,0,0,0,0,0,0,0,17.783333333333335,1,0,1.7280749999999998,1.4978,0.0,9.28,77.94,0.0,0.0,3.582,290.5,5.832,1002,2.031,1.015
738.9090909090909,56.18181818181818,0.8181818181818182,7,19.78181818181818,0,0,0.0,0.0,0,0.0,0.0,0,18.558333333333334,-39,26.45,8.2,24.48333333333333,22.73333333333333,49.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.3166666666666666,0,0,0.1985,0.012925,2.5e-05,9.01,82.4,0.0,0.0,2.521,310.5,4.168,1003,2.031,1.015
637.8181818181819,53.81818181818182,0.5454545454545454,3,19.25454545454545,0,0,0.0,0.0,0,0.0,0.0,0,18.5,-39,24.925,8.666666666666666,22.875,23.066666666666663,49.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.2297499999999999,0.010925,2.5e-05,9.55,71.0,0.0,0.0,2.957,281.8,5.0,1003,2.031,1.015
590.9,52.4,0.0,3,18.74,0,0,0.0,0.0,0,0.0,0.0,0,18.33333333333333,-39,24.475,9.016666666666667,21.291666666666668,22.716666666666665,48.59166666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.1807,0.01095,0.0,10.3,73.1,0.0,0.0,2.418,278.5,3.75,1004,2.031,1.015
581.5555555555555,54.22222222222222,0.0,2,18.31111111111111,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,24.008333333333333,9.0,21.5,22.441666666666663,48.5,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.178975,0.011025,5e-05,10.74,72.3,0.0,0.0,4.438,278.8,7.5,1004,2.031,1.015
587.8333333333334,54.75,0.0,1,17.966666666666665,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,23.766666666666666,9.0,21.125,22.125,48.21666666666667,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.221025,0.01105,5e-05,9.58,86.8,0.0,0.0,3.0,225.0,6.25,1004,2.031,1.015
578.5833333333334,55.0,0.0,1,17.650000000000002,0,0,0.0,0.0,0,0.0,0.0,0,18.0,-39,23.491666666666667,9.0,20.741666666666667,21.90833333333333,48.0,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.17365,0.0109,7.500000000000001e-05,9.18,86.3,0.0,0.0,2.271,235.5,3.332,1003,2.031,1.015
590.3333333333334,55.75,0.0,3,17.358333333333334,0,0,0.0,0.0,0,0.0,0.0,0,17.733333333333334,-39,23.05,9.016666666666667,20.5,21.5,47.825,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.14815,0.010925,5e-05,8.91,87.5,0.0,0.0,4.562,212.8,7.5,1002,2.031,1.015
568.6666666666666,57.16666666666666,0.0,2,17.108333333333334,0,0,0.0,0.0,0,0.0,0.0,0,17.5,-39,22.98333333333333,9.583333333333334,20.5,21.475,47.5,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.172625,0.01105,5e-05,8.84,91.8,0.0,0.0,2.271,205.6,4.168,1000,2.031,1.015
589.0,60.27272727272727,0.0,2,16.936363636363634,0,0,0.0,0.0,0,0.0,0.0,0,17.5,-39,22.53333333333333,10.0,20.5,21.016666666666666,47.333333333333336,25,25,25,25,25,25,0,0,0,0,0,0,0,0.0,0,0,0.1541,0.011075,5e-05,9.42,90.2,0.0,0.0,4.543,193.1,7.5,999,2.031,1.015
