Participant_Age,EmployStatus,EmployType,HouseIncome,Tenure,Tenure_Length,Social_Group,HP_Awareness,House_Type,House_Form,House_Env,House_Age,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp,MCS_SCOP,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,HP_Installed,HP_Installed_Detail,HP_Brand,HP_Model,HP_Size_kW,HP_Refrigerant,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures,Dwelling_Type
45.0,working full time (>30hrs),professional,"50,001+",owner-occupied,7.0,ab,3.0,house,semi-detached,suburban,1930 - 1949,d,2.0,2.0,2.0,72.5,5.0,3.0,9.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,yes - ground loop,yes,3288.0,25593.0,7.496,103.39,15018.0,3566.0,0.0,,,no,no,no,yes,hybrid,none required,11341.0,0.0,685.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_2.0_2.0
65.0,working full time (>30hrs),semi and unskilled manual worker,"0 - 12,500",owner-occupied,25.0,de,3.0,house,end-terrace,urban,1930 - 1949,e,2.0,1.0,2.0,131.0,5.0,3.0,8.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,2.0,1.0,no,no,2390.0,18817.0,9.189,121.58,8919.0,3566.0,0.0,,,no,no,no,yes,hybrid,none required,10060.85,0.0,844.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_end-terrace_2.0_2.0_1.0
68.0,working full time (>30hrs),professional,"50,001+",owner-occupied,23.0,ab,1.0,house,semi-detached,suburban,1930 - 1949,e,3.0,0.0,2.0,95.0,5.0,4.0,10.0,2.4,cavity_no_insulation,suspended,pitched,double,yes,gas,gas boiler - standard,,water,126.0,0.0,0.0,1.0,yes - ground loop,yes,6316.0,21187.0,9.618,82.37,19279.0,4062.0,598.0,,,yes,no,yes,yes,ashp,none required,16556.52,0.0,1196.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_3.0_0.0
76.0,working full time (>30hrs),professional,"50,001+",owner-occupied,3.0,ab,3.0,house,semi-detached,urban,1950 - 1966,d,2.0,1.0,2.0,112.0,5.0,3.0,8.0,2.0,solid_no_insulation,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,0.0,no,no,2350.0,14660.0,10.02,89.0,20070.0,3566.0,0.0,,,yes,no,yes,yes,hybrid,none required,10430.83,,913.0,14.3,3.8,yes,hybrid,integrated,sime,sime murelle revolution,4.0,r410a,,,,,1.0,10.0,0.0,0.0,,,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5200.0,,,5599.97,,0.0,0.0,0.0,0.0,0.0,3.0,,house_semi-detached_2.0_2.0_1.0
76.0,retired,pensioner,"16,201 - 20,000",owner-occupied,25.0,de,1.0,house,semi-detached,urban,1930 - 1949,,2.0,0.0,2.0,105.0,5.0,3.0,7.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,2562.0,16582.0,7.092,67.0,17043.0,3566.0,0.0,55.0,2.96,yes,no,yes,yes,hybrid,none required,10060.08,,787.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,4.0,8.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3239.28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,house_semi-detached_2.0_2.0_0.0
53.0,working full time (>30hrs),professional,"50,001+",owner-occupied,22.0,ab,5.0,house,semi-detached,urban,1930 - 1949,,3.0,0.0,2.0,90.0,5.0,3.0,8.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,4457.0,24712.0,7.25,81.46,17447.0,3820.0,0.0,,,yes,no,no,yes,hybrid,planning permisson,10430.0,300.0,786.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_3.0_0.0
38.0,working full time (>30hrs),manager,"50,001+",owner-occupied,4.0,ab,1.0,house,semi-detached,urban,1950 - 1966,c,2.0,2.0,2.0,112.0,6.0,4.0,9.0,2.5,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - standard,fire - wood,water,110.0,0.0,0.0,1.0,no,no,4491.0,13084.0,8.53,86.25,17081.0,4457.0,0.0,55.0,2.96,yes,no,no,yes with additional measures,hybrid,loft insulation,10245.0,700.0,827.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,10.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,2870.84,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,house_semi-detached_2.0_2.0_2.0
47.0,working full time (>30hrs),semi and unskilled manual worker,"30,001 - 40,000",owner-occupied,4.0,de,3.0,house,semi-detached,urban,1930 - 1949,,2.0,2.0,2.0,109.0,6.0,3.0,7.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,2.0,1.0,no,no,2233.0,21570.0,8.051,83.36,16136.9,3566.0,0.0,,,no,no,no,yes,hybrid,none required,11525.08,0.0,1064.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_2.0_2.0
53.0,working full time (>30hrs),professional,"50,001+",owner-occupied,24.0,ab,3.0,house,semi-detached,urban,1900 - 1929,,4.0,0.0,2.0,140.0,7.0,4.0,8.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,0.0,no,no,3649.0,26627.0,4.24,30.5,12509.0,4457.0,0.0,,,no,no,no,yes,hybrid,loft insulation,12006.74,500.0,608.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_4.0_0.0
54.0,working full time (>30hrs),manager,"50,001+",owner-occupied,23.0,ab,3.0,house,semi-detached,urban,1930 - 1949,,2.0,0.0,2.0,94.0,5.0,3.0,7.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,1.0,1.0,1.0,no,no,2817.0,19572.0,6.916,72.8,16638.0,3820.0,0.0,,,no,no,no,yes with additional measures,hybrid,loft insulation,10430.0,500.0,796.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,3.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,3055.06,0.0,500.0,0.0,0.0,0.0,0.0,2.5,0.5,house_semi-detached_2.0_2.0_0.0
65.0,retired,pensioner,"0 - 12,500",rented (private),21.0,de,1.0,house,semi-detached,urban,1930 - 1949,,1.0,0.0,2.0,85.0,5.0,2.0,6.0,2.5,cavity_no_insulation,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,1617.0,21110.0,10.61,126.13,9709.4,2674.0,0.0,,,no,no,no,yes,hybrid,loft insulation and wall insulation,10800.04,1500.0,364.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_1.0_0.0
51.0,working full time (>30hrs),professional,prefer not to say,owner-occupied,7.0,ab,1.0,house,semi-detached,urban,1930 - 1949,c,3.0,1.0,2.0,102.0,5.0,3.0,8.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,3017.0,13834.0,6.62,67.37,13321.0,4475.0,655.0,,,yes,no,yes,yes,ashp,loft insulation,11863.76,500.0,868.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_3.0_1.0
59.0,working full time (>30hrs),professional,"40,001 - 50,000",owner-occupied,24.0,ab,3.0,house,semi-detached,urban,1930 - 1949,,5.0,0.0,3.0,180.0,8.0,5.0,14.0,2.7,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,6895.0,42186.0,13.639,75.77,11135.9,5731.0,0.0,55.0,2.96,no,no,no,yes with additional measures,hybrid,loft insulation,12450.0,500.0,1331.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,15.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5912.2,,,4903.42,0.0,500.0,0.0,0.0,0.0,0.0,4.0,0.5,house_semi-detached_3.0_5.0_0.0
60.0,unemployed,unemployed/benefits,"16,201 - 20,000",owner-occupied,16.0,de,4.0,house,mid-terrace,urban,1950 - 1966,,3.0,0.0,2.0,90.0,5.0,3.0,7.0,2.4,solid_no_insulation,solid,pitched,single,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,3500.0,13800.0,11.49,121.18,11882.0,3820.0,0.0,,,no,no,no,yes,hybrid,none required,10060.85,0.0,1264.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_mid-terrace_2.0_3.0_0.0
54.0,working full time (>30hrs),professional,"50,001+",owner-occupied,9.0,ab,2.0,house,semi-detached,urban,1950 - 1966,d,2.0,2.0,2.0,111.0,6.0,4.0,10.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,6969.0,21834.0,8.94,78.76,17910.0,5594.0,818.0,,,no,no,yes,yes,ht_ashp,loft insulation,18545.36,500.0,1219.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_2.0_2.0
58.0,working full time (>30hrs),professional,"40,001 - 50,000",owner-occupied,10.0,ab,4.0,house,semi-detached,urban,1930 - 1949,c,2.0,1.0,2.0,100.0,5.0,3.0,9.0,2.5,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,3050.0,8760.0,7.921,79.21,15867.0,1910.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10430.0,,678.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,11.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3425.04,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_semi-detached_2.0_2.0_1.0
69.0,working part time,professional,"20,001 - 25,000",owner-occupied,10.0,c1,5.0,house,detached,urban,1950 - 1966,,2.0,0.0,2.0,130.0,6.0,4.0,7.0,2.5,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,3805.0,16517.0,9.97,86.61,19992.0,5594.0,818.0,,,no,no,yes,yes,ht_ashp,none required,18360.37,0.0,1240.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_detached_2.0_2.0_0.0
67.0,retired,pensioner,"25,001 - 30,000",owner-occupied,35.0,de,1.0,house,detached,urban,1967 - 1975,,1.0,0.0,2.0,123.0,8.0,4.0,11.0,2.4,cavity_insulated,mix,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,0.0,no,no,3766.0,12000.0,8.91,73.6,8234.0,4776.0,0.0,,,yes,no,yes,yes,hybrid,none required,10430.83,0.0,1053.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_detached_2.0_1.0_0.0
74.0,retired,pensioner,"12,501 - 16,200",owner-occupied,22.0,de,5.0,house,semi-detached,urban,1983 - 1990,,1.0,0.0,1.0,56.0,4.0,2.0,6.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,4000.0,17000.0,6.016,83.79,14582.0,1910.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,9875.86,,641.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,8.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5789.82,,,2500.86,0.0,500.0,0.0,0.0,0.0,0.0,2.5,0.5,house_semi-detached_1.0_1.0_0.0
41.0,working full time (>30hrs),professional,"50,001+",owner-occupied,3.0,ab,5.0,house,semi-detached,urban,1950 - 1966,d,2.0,2.0,2.0,90.0,5.0,3.0,7.0,2.5,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,3368.0,15907.0,5.48,60.88,7270.1,1910.0,0.0,55.0,2.96,no,no,no,yes with additional measures,hybrid,loft insulation,10060.85,500.0,586.0,14.0,4.0,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,1.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,2685.85,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_2.0
54.0,working full time (>30hrs),skilled manual worker,"20,001 - 25,000",owner-occupied,18.0,c2,2.0,house,semi-detached,urban,1950 - 1966,c,2.0,2.0,2.0,85.0,5.0,3.0,8.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,3497.0,15521.0,4.404,51.81,10673.0,3311.0,0.0,55.0,2.96,no,no,no,yes with additional measures,hybrid,loft insulation,9875.86,300.0,559.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,8.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,2500.86,0.0,500.0,0.0,0.0,0.0,0.0,2.5,0.5,house_semi-detached_2.0_2.0_2.0
57.0,working full time (>30hrs),manager,"40,001 - 50,000",owner-occupied,15.0,ab,3.0,house,detached,urban,1983 - 1990,,2.0,1.0,2.0,153.0,8.0,5.0,9.0,2.4,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - standard,fire - gas,water,110.0,0.0,1.0,1.0,no,no,3159.0,33524.0,9.396,76.44,18816.8,6183.0,911.0,49.0,3.15,yes with additional measures,no,yes,no,ashp,loft insulation,15633.11,300.0,1322.0,14.3,3.8,yes,ashp,,daikin,edlq014cav3,14.0,r410a,,water_new,300.0,,1.0,14.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,9047.0,1752.0,,4349.22,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,house_detached_2.0_2.0_1.0
72.0,working full time (>30hrs),professional,prefer not to say,owner-occupied,28.0,c1,1.0,house,semi-detached,urban,1930 - 1949,d,2.0,0.0,2.0,131.0,7.0,4.0,9.0,2.7,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - standard,fire - gas,water,110.0,0.0,1.0,1.0,no,no,3900.0,35191.0,8.762,84.31,17563.0,4776.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10615.05,,859.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,10.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_0.0
77.0,retired,pensioner,"16,201 - 20,000",owner-occupied,1.0,de,2.0,house,semi-detached,urban,1930 - 1949,e,3.0,0.0,2.0,88.0,5.0,3.0,8.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - electric,,,0.0,0.0,1.0,no,no,1500.0,13400.0,6.768,87.19,13610.0,3820.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10447.65,,671.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,7.0,0.0,1.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3072.65,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_semi-detached_2.0_3.0_0.0
67.0,retired,pensioner,"16,201 - 20,000",owner-occupied,46.0,de,4.0,house,semi-detached,urban,1950 - 1966,,2.0,0.0,2.0,90.0,5.0,3.0,7.0,2.5,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - electric,,,0.0,0.0,1.0,no,no,3785.0,11382.0,5.029,55.87,12182.0,4475.0,655.0,45.0,3.57,yes,no,yes,yes,ashp,none required,12602.0,,757.0,14.3,3.8,yes,ashp,,daikin,edlq07cav6,7.0,r410a,,water_new,200.0,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5648.0,1752.0,,3424.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_0.0
62.0,unemployed,unemployed/benefits,"0 - 12,500",owner-occupied,20.0,de,4.0,house,detached,urban,1950 - 1966,,3.0,0.0,2.0,130.0,4.0,3.0,7.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,2497.0,15320.0,7.683,59.1,18615.0,4776.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10985.0,,906.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,12.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3610.03,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_detached_2.0_3.0_0.0
32.0,working full time (>30hrs),professional,"40,001 - 50,000",owner-occupied,0.9,ab,5.0,house,semi-detached,urban,1930 - 1949,d,2.0,0.0,2.0,142.0,8.0,5.0,10.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,2.0,1.0,no,no,6247.0,18683.0,10.032,70.64,20108.5,6713.0,982.0,62.0,3.09,no,no,yes,no,ht_ashp,none required,17805.4,,1433.0,14.3,3.8,yes,ht_ashp,,daikin,epra16dav3,16.0,r32,,water_new,300.0,,1.0,10.0,0.0,0.0,,,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,9687.81,1752.34,,3609.26,,0.0,0.0,0.0,0.0,0.0,3.0,,house_semi-detached_2.0_2.0_0.0
34.0,working full time (>30hrs),professional,"50,001+",owner-occupied,0.9,ab,1.0,house,semi-detached,urban,1930 - 1949,c,2.0,2.0,3.0,131.0,5.0,3.0,8.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,1860.0,13252.0,7.782,65.79,18863.0,3566.0,0.0,52.0,3.0,no,no,no,yes,hybrid,none required,10060.85,,852.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5789.82,,,2685.85,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_semi-detached_3.0_2.0_2.0
47.0,working part time,professional,"50,001+",owner-occupied,5.0,c1,5.0,house,semi-detached,urban,1900 - 1929,,2.0,2.0,2.0,108.0,5.0,3.0,8.0,2.7,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,2497.0,17667.0,7.173,66.42,14361.8,4994.0,0.0,55.0,3.46,no,no,yes,no,ht_ashp,none required,17196.43,,870.0,14.3,3.8,yes,ht_ashp,,daikin,epra14dav3,14.0,r32,,pcm_new,,9.0,1.0,10.0,0.0,0.0,,,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,9047.38,3500.65,,2870.84,,0.0,0.0,0.0,0.0,0.0,3.0,,house_semi-detached_2.0_2.0_2.0
42.0,working full time (>30hrs),professional,"50,001+",owner-occupied,1.0,ab,5.0,house,semi-detached,urban,1930 - 1949,d,2.0,1.0,2.0,86.0,5.0,3.0,8.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,2865.0,8413.0,6.106,71.0,12242.5,3820.0,0.0,,,no,no,no,yes,hybrid,none required,10799.27,,645.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,8.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3424.27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_1.0
49.0,working full time (>30hrs),professional,"50,001+",owner-occupied,4.0,ab,3.0,house,detached,urban,2003 - 2006,,2.0,1.0,2.0,120.0,7.0,4.0,12.0,2.5,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,3500.0,16810.0,8.308,69.23,20125.0,5594.0,818.0,,,no,no,yes,yes,none - installation not recommended,none required,17251.0,0.0,1260.0,14.3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_detached_2.0_2.0_1.0
50.0,working full time (>30hrs),skilled manual worker,"30,001 - 40,000",owner-occupied,3.0,de,1.0,house,semi-detached,urban,1950 - 1966,d,2.0,1.0,1.0,76.0,4.0,3.0,7.0,2.3,cavity_insulated,solid,flat,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,5265.0,10163.0,8.208,108.0,19897.0,3566.0,0.0,54.0,2.97,no,no,no,yes,hybrid,none required,10233.0,,904.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb32aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5912.2,,,2685.85,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_semi-detached_1.0_2.0_1.0
40.0,working full time (>30hrs),professional,"30,001 - 40,000",owner-occupied,8.0,ab,3.0,house,semi-detached,urban,1983 - 1990,d,1.0,0.0,2.0,45.0,3.0,1.0,5.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,2800.0,8000.0,3.01,81.89,4775.0,1757.0,0.0,,,no,no,no,yes,hybrid,none required,9690.87,0.0,364.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_1.0_0.0
27.0,working full time (>30hrs),clerical,"20,001 - 25,000",owner-occupied,0.9,c1,1.0,house,semi-detached,urban,1930 - 1949,c,2.0,0.0,2.0,122.0,5.0,3.0,6.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,2900.0,12000.0,6.257,79.52,15161.2,3515.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10615.05,,726.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,10.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3240.05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_0.0
53.0,working full time (>30hrs),supervisor,"50,001+",owner-occupied,19.0,c1,5.0,house,semi-detached,urban,1967 - 1975,,2.0,2.0,2.0,80.0,5.0,3.0,7.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,5936.0,9369.0,4.7,58.71,11376.1,4122.0,607.0,45.0,3.57,yes with additional measures,no,yes,no,ashp,loft insulation,12047.98,500.0,760.0,14.0,4.0,yes,ashp,,daikin,edlq07cav8,7.0,r410a,,water_new,200.0,,1.0,8.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5648.01,1752.0,,2870.07,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_2.0
30.0,working full time (>30hrs),professional,"50,001+",owner-occupied,4.0,c1,2.0,house,semi-detached,urban,1967 - 1975,d,2.0,0.0,2.0,88.0,4.0,3.0,6.0,2.4,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,3186.0,20404.0,5.749,65.33,16712.6,3311.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10971.65,,771.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb32aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5912.2,,,3424.27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_0.0
30.0,working full time (>30hrs),professional,"50,001+",owner-occupied,6.0,ab,4.0,house,semi-detached,urban,1967 - 1975,d,2.0,2.0,2.0,92.0,5.0,3.0,7.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,0.0,no,no,2520.0,11481.0,5.956,64.74,11934.0,4737.0,917.0,48.0,3.44,yes,no,yes,no,ashp,none required,12232.98,,828.0,14.3,3.8,yes,ashp,,daikin,edlq07cav8,7.0,r410a,,water_new,200.0,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5628.01,1752.0,,3055.06,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_semi-detached_2.0_2.0_2.0
42.0,working full time (>30hrs),professional,"50,001+",owner-occupied,10.0,ab,5.0,house,semi-detached,urban,1950 - 1966,d,2.0,3.0,2.0,91.0,5.0,3.0,8.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,4000.0,10000.0,5.172,68.0,10353.1,4002.0,181.0,48.0,3.44,yes,no,yes,yes,ashp,none required,12602.18,,630.0,14.3,3.8,yes,ashp,,daikin,edlq07cav7,7.0,r410a,,water_new,250.0,,1.0,9.0,0.0,0.0,none,none,no,0.0,1.0,0.0,no,no,0.0,0.0,,no,5648.0,1752.34,,3424.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,house_semi-detached_2.0_2.0_3.0
