Participant_Age,EmployStatus,EmployType,HouseIncome,Tenure,Tenure_Length,Social_Group,HP_Awareness,House_Type,House_Form,House_Env,House_Age,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp,MCS_SCOP,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,HP_Installed,HP_Installed_Detail,HP_Brand,HP_Model,HP_Size_kW,HP_Refrigerant,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures,Dwelling_Type
49.0,working full time (>30hrs),manager,"40,001 - 50,000",owner-occupied,8.0,c1,1.0,house,detached,urban,1930 - 1949,d,2.0,0.0,2.0,130.0,5.0,3.0,8.0,2.6,cavity_no_insulation,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,3000.0,23000.0,8.472,77.54,17022.0,4182.0,616.0,49.0,3.24,yes with additional measures,no,yes,yes,ashp,loft insulation,12449.97,1000.0,1059.0,14.3,3.8,yes,ashp,,daikin,edlq011cav3,11.0,r410a,,water_new,200.0,,1.0,9.0,0.0,0.0,none,none,no,0.0,2.0,0.0,no,yes,0.0,0.0,,no,6364.2,1752.0,,3055.0,0.0,500.0,0.0,0.0,0.0,0.0,2.0,0.5,house_detached_2.0_2.0_0.0
63.0,retired,pensioner,"30,001 - 40,000",owner-occupied,34.0,de,2.0,house,detached,urban,1967 - 1975,,4.0,0.0,2.0,90.0,6.0,3.0,9.0,2.3,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - standard,fire - gas,water,110.0,0.0,1.0,0.0,no,no,4456.0,18970.0,7.176,79.73,14426.0,4038.0,218.0,50.0,3.2,yes with additional measures,no,yes,yes,ashp,loft insulation,13503.37,300.0,850.0,14.3,3.8,yes,ashp,,daikin,edlq011cav3,11.0,r410a,,water_new,300.0,,1.0,10.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,6364.2,1752.0,,3610.0,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,house_detached_2.0_4.0_0.0
45.0,working full time (>30hrs),professional,"50,001+",owner-occupied,13.0,c1,1.0,house,end-terrace,urban,1950 - 1966,,2.0,2.0,2.0,90.0,5.0,3.0,7.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,7000.0,10000.0,6.02,71.59,14582.1,3311.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10060.85,,697.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,2685.85,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_end-terrace_2.0_2.0_2.0
35.0,working full time (>30hrs),professional,"30,001 - 40,000",owner-occupied,1.0,c1,3.0,house,semi-detached,urban,1950 - 1966,d,2.0,0.0,2.0,116.0,5.0,3.0,9.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,3085.0,21000.0,7.972,68.72,15982.7,4475.0,853.0,49.0,3.24,yes with additional measures,no,no,yes,ashp,loft insulation,13319.15,500.0,1026.0,14.3,3.8,yes,ashp,,daikin,edlq011cav3,11.0,r410a,,water_new,200.0,,1.0,11.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,6364.21,1752.0,,3425.04,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,house_semi-detached_2.0_2.0_0.0
76.0,retired,pensioner,"30,001 - 40,000",owner-occupied,37.0,de,5.0,house,detached,urban,1900 - 1929,,1.0,0.0,2.0,92.0,5.0,3.0,8.0,2.7,solid_no_insulation,mix,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,1279.0,16704.0,10.58,114.96,21259.8,3515.0,0.0,,,no,no,no,yes,hybrid,none required,10430.06,,1453.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,1.0,1.0,no,no,0.0,0.0,,no,5739.82,,,3055.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,house_detached_2.0_1.0_0.0
41.0,working full time (>30hrs),professional,"50,001+",owner-occupied,3.0,ab,3.0,house,semi-detached,urban,1967 - 1975,c,2.0,0.0,2.0,107.0,7.0,4.0,12.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,2370.0,20000.0,5.92159,58.65,14348.0,4122.0,607.0,,,yes,no,yes,yes,ashp,none required,13711.35,0.0,894.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_2.0_0.0
68.0,retired,pensioner,"20,001 - 25,000",owner-occupied,12.0,de,2.0,house,semi-detached,urban,1967 - 1975,,2.0,0.0,2.0,76.0,4.0,2.0,5.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,2200.0,11000.0,6.717,88.38,16278.2,1732.0,0.0,,,no,no,no,yes,hybrid,none required,10429.29,,1043.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,7.0,0.0,0.0,none,none,no,0.0,0.0,1.0,no,no,0.0,0.0,,no,5739.82,,,3035.29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,house_semi-detached_2.0_2.0_0.0
57.0,working full time (>30hrs),professional,"50,001+",owner-occupied,19.0,ab,5.0,house,detached,urban,1991 - 1995,,2.0,0.0,2.0,152.0,8.0,4.0,13.0,2.3,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,5000.0,19000.0,9.17,60.32,8899.9,4139.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10800.81,,866.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,13.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.0,,,3425.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_detached_2.0_2.0_0.0
70.0,working part time,clerical,"30,001 - 40,000",owner-occupied,13.0,c1,3.0,house,semi-detached,urban,1930 - 1949,,2.0,0.0,1.0,85.0,5.0,3.0,7.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,0.0,no,no,4300.0,7800.0,7.065,83.12,14151.1,3311.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10060.85,,671.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,2685.85,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_1.0_2.0_0.0
49.0,working full time (>30hrs),manager,"25,001 - 30,000",owner-occupied,14.0,c1,3.0,house,semi-detached,urban,1930 - 1949,,2.0,3.0,2.0,110.0,6.0,3.0,8.0,2.3,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,3000.0,13000.0,7.57929,72.18,15192.2,3311.0,0.0,,,no,no,no,yes,hybrid,loft insulation,10060.85,500.0,980.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_2.0_3.0
69.0,working part time,skilled manual worker,"16,201 - 20,000",owner-occupied,40.0,c2,1.0,house,detached,urban,1950 - 1966,,2.0,0.0,2.0,78.0,5.0,3.0,8.0,2.4,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,5214.0,15977.0,5.957,76.37,14437.3,3311.0,0.0,55.0,2.96,no,no,no,yes with additional measures,hybrid,loft insulation,9690.87,500.0,698.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,7.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,2315.87,0.0,500.0,0.0,0.0,0.0,0.0,2.5,0.5,house_detached_2.0_2.0_0.0
32.0,working full time (>30hrs),manager,"30,001 - 40,000",owner-occupied,6.0,c1,4.0,house,semi-detached,urban,1967 - 1975,c,2.0,1.0,2.0,95.0,6.0,3.0,7.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,4384.0,10910.0,6.046,76.4,14644.2,3820.0,0.0,,,no,no,no,yes,hybrid,barrier,9690.87,300.0,733.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,7.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,2315.87,0.0,500.0,0.0,0.0,0.0,0.0,4.0,0.0,house_semi-detached_2.0_2.0_1.0
33.0,working full time (>30hrs),professional,"50,001+",owner-occupied,3.0,ab,5.0,house,semi-detached,urban,1930 - 1949,,2.0,0.0,2.0,93.0,5.0,3.0,8.0,2.7,solid_no_insulation,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,1750.0,16000.0,6.57,70.65,13211.4,3566.0,0.0,53.0,2.99,no,no,no,yes,hybrid,none required,10048.24,,838.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb32aa,4.0,r32,,,,,1.0,8.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5912.0,,,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_semi-detached_2.0_2.0_0.0
44.0,working full time (>30hrs),supervisor,"50,001+",owner-occupied,9.0,c1,1.0,house,detached,urban,1983 - 1990,c,2.0,2.0,2.0,110.0,5.0,3.0,9.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,3100.0,12000.0,7.2489,65.89,17560.6,4002.0,0.0,,,no,no,no,yes with additional measures,hybrid,loft insulation,10615.05,500.0,840.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,10.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,3240.0,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,house_detached_2.0_2.0_2.0
41.0,working full time (>30hrs),skilled manual worker,"50,001+",owner-occupied,2.0,c1,4.0,house,detached,urban,1983 - 1990,c,2.0,2.0,2.0,106.0,7.0,4.0,10.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,0.0,no,no,10000.0,24000.0,7.43926,80.86,18036.3,4122.0,607.0,,,no,no,yes,yes,ht_ashp,none required,15974.19,0.0,1237.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_detached_2.0_2.0_2.0
42.0,working full time (>30hrs),skilled manual worker,"50,001+",owner-occupied,14.0,c2,1.0,house,end-terrace,urban,1983 - 1990,d,3.0,2.0,2.0,93.0,5.0,3.0,7.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,6300.0,16500.0,6.63176,78.02,13283.6,3464.0,0.0,,,no,no,no,yes,hybrid,loft insulation,10799.27,500.0,891.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_end-terrace_2.0_3.0_2.0
33.0,working full time (>30hrs),professional,"50,001+",owner-occupied,5.0,ab,4.0,house,semi-detached,urban,1950 - 1966,c,2.0,2.0,2.0,99.0,5.0,3.0,8.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,0.0,no,no,4760.0,17000.0,7.18,72.54,14382.5,5153.0,759.0,50.0,3.2,yes with additional measures,no,no,yes,ashp,loft insulation,13134.93,500.0,1023.0,14.3,3.8,yes,ashp,,daikin,edlq011cav3,11.0,r410a,,water_new,250.0,,1.0,12.0,0.0,0.0,none,none,no,0.0,1.0,0.0,no,yes,0.0,0.0,,no,6364.21,1752.0,,3240.82,0.0,500.0,0.0,0.0,0.0,0.0,2.0,0.5,house_semi-detached_2.0_2.0_2.0
41.0,working full time (>30hrs),manager,"50,001+",owner-occupied,2.0,ab,3.0,house,semi-detached,urban,1950 - 1966,d,2.0,2.0,2.0,142.0,8.0,5.0,11.0,2.4,cavity_no_insulation,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,4500.0,17500.0,12.283,86.5,12782.2,5272.0,0.0,55.0,2.96,no,no,no,yes,hybrid,loft insulation,11157.41,500.0,1414.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb32aa,4.0,r32,,,,,1.0,12.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5912.2,,,3610.03,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,house_semi-detached_2.0_2.0_2.0
37.0,working full time (>30hrs),skilled manual worker,"40,001 - 50,000",owner-occupied,0.9,c2,1.0,house,semi-detached,urban,1950 - 1966,c,2.0,2.0,2.0,95.0,5.0,3.0,7.0,2.4,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - standard,,water,110.0,0.0,0.0,1.0,no,no,1149.0,21375.0,7.69,80.97,18636.2,3820.0,0.0,,,no,no,no,yes,hybrid,none required,11353.47,,1311.0,14.0,4.0,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3978.47,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_2.0
29.0,working full time (>30hrs),professional,"50,001+",owner-occupied,3.0,c1,2.0,house,mid-terrace,urban,1950 - 1966,d,2.0,0.0,2.0,66.0,4.0,2.0,6.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,1506.0,14565.0,4.5,68.2,9022.8,2636.0,0.0,50.0,3.02,no,no,no,yes with additional measures,hybrid,loft insulation barrier,9690.87,800.0,509.0,14.0,4.0,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,6.0,0.0,0.0,none,enclosure,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,2315.0,0.0,500.0,0.0,0.0,0.0,0.0,2.5,0.0,house_mid-terrace_2.0_2.0_0.0
40.0,working full time (>30hrs),manager,"50,001+",owner-occupied,10.0,c1,3.0,house,semi-detached,urban,1967 - 1975,d,2.0,2.0,2.0,99.0,4.0,3.0,7.0,2.4,cavity_no_insulation,solid,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,4934.0,14901.0,6.648,71.31,13322.1,3566.0,0.0,55.0,2.96,no,no,no,yes with additional measures,hybrid,loft insulation cavity insulation,10430.83,1200.0,651.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,11.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,cavity,no,5739.82,,,3424.0,0.0,500.0,1000.0,0.0,0.0,0.0,3.5,2.0,house_semi-detached_2.0_2.0_2.0
48.0,working full time (>30hrs),skilled manual worker,"50,001+",owner-occupied,5.0,c2,5.0,house,semi-detached,urban,1967 - 1975,e,2.0,2.0,2.0,141.0,5.0,3.0,10.0,2.6,cavity_no_insulation,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,2.0,1.0,no,no,4908.0,21059.0,8.95,76.54,17949.2,4122.0,607.0,49.0,3.15,yes,no,yes,yes,ashp,,16904.12,0.0,1119.0,14.3,3.8,yes,ashp,,daikin,edlq014cav3,14.0,r410a,,water_new,200.0,,1.0,14.0,0.0,0.0,,,no,0.0,0.0,0.0,yes,yes,0.0,0.0,,no,7677.36,1752.34,,4718.43,,500.0,0.0,0.0,0.0,0.0,3.0,,house_semi-detached_2.0_2.0_2.0
61.0,working full time (>30hrs),skilled manual worker,"20,001 - 25,000",owner-occupied,17.0,c2,1.0,house,semi-detached,urban,1983 - 1990,,3.0,0.0,2.0,100.0,5.0,3.0,5.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,3886.0,13800.0,5.09,50.92,12348.3,4122.0,607.0,50.0,3.35,yes with additional measures,no,yes,no,ashp,loft insulation barrier,11863.76,800.0,832.0,14.0,4.0,yes,ashp,,daikin,edlq07cav4,7.0,r410a,,water_new,200.0,,1.0,9.0,0.0,0.0,none,enclosure,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5648.01,1752.0,,2685.85,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,house_semi-detached_2.0_3.0_0.0
64.0,working full time (>30hrs),professional,"50,001+",owner-occupied,12.0,ab,5.0,house,detached,urban,1996 - 2002,,3.0,0.0,2.0,110.0,6.0,3.0,10.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,6000.0,36000.0,7.63,69.36,17204.5,4122.0,0.0,,,yes with additional measures,no,yes,yes,ashp,loft insulation,13151.75,500.0,1024.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_detached_2.0_3.0_0.0
51.0,working part time,clerical,"12,501 - 16,200",owner-occupied,11.0,c1,3.0,house,semi-detached,urban,1967 - 1975,d,2.0,0.0,2.0,104.0,5.0,3.0,9.0,2.5,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,1700.0,11300.0,7.56,72.7,13966.5,3820.0,0.0,50.0,3.02,no,no,no,yes,hybrid,barrier,10800.04,300.0,890.0,14.0,4.0,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,11.0,0.0,0.0,none,enclosure,no,0.0,2.0,0.0,no,no,0.0,0.0,,no,5739.82,,,3424.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,house_semi-detached_2.0_2.0_0.0
45.0,working full time (>30hrs),professional,"50,001+",owner-occupied,20.0,c1,5.0,house,semi-detached,urban,1967 - 1975,c,2.0,0.0,2.0,74.0,3.0,2.0,6.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,0.0,no,no,2315.0,12314.0,4.32,58.4,8656.5,2636.0,0.0,50.0,3.02,no,no,no,yes with additional measures,hybrid,loft insulation,10799.27,500.0,490.0,14.0,4.0,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,7.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,3424.27,0.0,500.0,0.0,0.0,0.0,0.0,2.0,0.5,house_semi-detached_2.0_2.0_0.0
42.0,working full time (>30hrs),professional,"25,001 - 30,000",owner-occupied,3.0,c1,4.0,house,semi-detached,urban,1950 - 1966,c,2.0,1.0,2.0,99.0,5.0,3.0,7.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,fire - electric,,,0.0,0.0,1.0,no,no,1856.0,11313.0,5.15,50.02,12472.4,4122.0,655.0,45.0,3.57,yes,no,yes,no,ashp,barrier,12047.98,300.0,804.0,14.0,4.0,yes,ashp,,daikin,edlq07cav7,7.0,r410a,,water_new,200.0,,1.0,8.0,0.0,0.0,none,enclosure,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5648.0,1752.01,,2870.07,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_semi-detached_2.0_2.0_1.0
47.0,working part time,manager,"30,001 - 40,000",owner-occupied,11.0,c1,2.0,house,semi-detached,urban,1930 - 1949,,2.0,0.0,2.0,90.0,5.0,3.0,8.0,2.7,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - wood,,,0.0,0.0,1.0,no,no,1500.0,19000.0,7.954,88.37,15982.8,3464.0,0.0,,,no,no,no,yes,hybrid,none required,10615.05,,1090.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,10.0,0.0,0.0,none,none,no,0.0,1.0,1.0,no,yes,0.0,0.0,,no,5739.82,,,3240.05,0.0,500.0,0.0,0.0,0.0,0.0,2.0,0.5,house_semi-detached_2.0_2.0_0.0
69.0,retired,pensioner,"50,001+",owner-occupied,4.0,de,2.0,house,detached,urban,1950 - 1966,c,2.0,0.0,2.0,92.0,5.0,3.0,8.0,2.4,cavity_insulated,mix,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,1.0,1.0,1.0,no,no,4500.0,14000.0,8.24,89.52,16550.2,4122.0,607.0,50.0,3.2,yes,no,yes,no,ashp,none required,14241.8,,1044.0,14.3,3.8,yes,ashp,,daikin,edlq011cav3,11.0,r410a,,water_new,200.0,,1.0,12.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,6364.2,1752.0,,5087.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_detached_2.0_2.0_0.0
49.0,working full time (>30hrs),professional,"30,001 - 40,000",owner-occupied,17.0,c1,1.0,house,semi-detached,urban,1983 - 1990,,1.0,0.0,2.0,68.0,4.0,3.0,6.0,2.4,cavity_insulated,suspended,pitched,single,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,3050.0,9176.0,5.014,73.74,10044.6,3566.0,0.0,49.0,3.03,no,no,no,yes,hybrid,none required,10799.27,,596.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,9.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5739.8,,,3424.27,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,house_semi-detached_2.0_1.0_0.0
59.0,working full time (>30hrs),skilled manual worker,"50,001+",owner-occupied,5.0,c2,5.0,house,detached,urban,1983 - 1990,c,3.0,0.0,2.0,117.0,8.0,4.0,14.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,4000.0,21000.0,9.45,80.79,18932.5,4166.0,181.0,,,no,no,yes,no,ht_ashp,none required,18348.0,0.0,1098.0,14.3,3.8,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_detached_2.0_3.0_0.0
32.0,working full time (>30hrs),manager,"40,001 - 50,000",owner-occupied,3.0,c1,3.0,house,semi-detached,urban,1950 - 1966,e,2.0,1.0,2.0,90.0,5.0,3.0,9.0,2.3,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - standard,fire - gas,water,150.0,0.0,1.0,0.0,no,no,4405.0,18000.0,6.686,74.29,13399.2,3566.0,0.0,52.0,3.0,no,no,no,yes,hybrid,loft insulation,10615.05,500.0,836.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb28aa,4.0,r32,,,,,1.0,10.0,0.0,0.0,none,none,no,0.0,1.0,0.0,no,yes,0.0,0.0,,no,5739.82,,,3240.07,0.0,500.0,0.0,0.0,0.0,0.0,2.0,1.0,house_semi-detached_2.0_2.0_1.0
63.0,working full time (>30hrs),skilled manual worker,"30,001 - 40,000",owner-occupied,0.9,c2,2.0,house,semi-detached,urban,1950 - 1966,d,1.0,0.0,1.0,85.0,4.0,2.0,7.0,2.6,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,fire - gas,,,0.0,1.0,1.0,no,no,1976.0,14600.0,5.637,66.32,11297.8,2674.0,0.0,49.0,3.03,no,no,no,yes,hybrid,loft insulation,10232.46,500.0,637.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb32aa,4.0,r32,,,,,1.0,7.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5912.2,,,2685.0,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,house_semi-detached_1.0_1.0_0.0
57.0,working full time (>30hrs),skilled manual worker,"50,001+",owner-occupied,30.0,c2,2.0,house,detached,urban,1967 - 1975,,2.0,0.0,2.0,80.0,4.0,3.0,8.0,2.4,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - combi,,,,0.0,0.0,1.0,no,no,3058.0,10144.0,5.51,68.81,13339.1,4475.0,655.0,49.0,3.39,yes,no,yes,no,ashp,none required,11678.78,,883.0,14.3,3.8,yes,ashp,,daikin,edlq07cav3,7.0,r410a,,water_new,200.0,,1.0,8.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,no,0.0,0.0,,no,5648.01,1752.0,,2501.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_detached_2.0_2.0_0.0
35.0,working full time (>30hrs),skilled manual worker,"50,001+",owner-occupied,3.0,c2,5.0,house,detached,urban,1983 - 1990,d,2.0,2.0,2.0,127.0,6.0,4.0,11.0,2.4,cavity_insulated,solid,pitched,double,yes,gas,gas boiler - standard,,water,150.0,0.0,0.0,0.0,no,no,3300.0,24000.0,9.024,78.94,21862.9,3820.0,0.0,55.0,2.96,no,no,no,yes,hybrid,none required,10973.0,,1527.0,14.3,3.8,yes,hybrid,separate_new boiler,daikin,ehy2komb32aa,4.0,r32,,,,,1.0,13.0,0.0,0.0,none,none,no,0.0,0.0,0.0,no,yes,0.0,0.0,,no,5912.2,,,3425.81,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,house_detached_2.0_2.0_2.0
43.0,working full time (>30hrs),manager,"50,001+",owner-occupied,16.0,ab,5.0,house,semi-detached,urban,1983 - 1990,,2.0,1.0,2.0,90.0,5.0,3.0,9.0,2.3,cavity_insulated,suspended,pitched,double,yes,gas,gas boiler - standard,,water,150.0,1.0,0.0,0.0,no,no,4900.0,7700.0,5.669,81.24,11389.0,4122.0,607.0,,,yes,no,yes,yes,ashp,none required,11678.77,0.0,785.0,14.3,3.8,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house_semi-detached_2.0_2.0_1.0
